"","french_name","species","minYear","maxYear","estimate","se","infIC","supIC","GR","infGR","supGR","perc","infPerc","supPerc","pval","trend","trendEBCC"
"49","Rougegorge familier","ERIRUB",2015,2024,0.0241164759907479,0.00204065008593691,0.0201168018223115,0.0281161501591844,1.02440963006858,1.0203205083618,1.02851513968111,"+24.2%","+19.8%","+28.8%",3.14962168595959e-32,"Augmentation modérée","Augmentation modérée"
"50","Caille des blés","COTCOT",2015,2024,0.0234940943871234,0.0120722734340225,-0.000167561543560788,0.0471557503178076,1.02377225472617,0.999832452494091,1.04828526712909,"+23.5%","-0.2%","+52.9%",0.0516403106498565,"Incertain","Stable"
"51","Moineau domestique","PASDOM",2015,2024,0.0225561381366416,0.00296733961453655,0.0167401524921498,0.0283721237811332,1.02281245133794,1.01688105398433,1.02877844612496,"+22.5%","+16.3%","+29.1%",2.92789405787677e-14,"Augmentation modérée","Augmentation modérée"
"52","Faucon crécerelle","FALTIN",2015,2024,0.0214953414955701,0.0053498378086202,0.0110096593906745,0.0319810236004657,1.02172803060174,1.0110704887224,1.03249791202632,"+21.3%","+10.4%","+33.4%",5.87084807963646e-05,"Augmentation modérée","Augmentation modérée"
"53","Torcol fourmilier","JYNTOR",2015,2024,0.0211092841395813,0.0115146288385519,-0.00145938838398029,0.043677956663143,1.02133366110922,0.998541676005399,1.04464587946666,"+20.9%","-1.3%","+48.2%",0.0667642288846976,"Incertain","Stable"
"54","Gobemouche gris","MUSSTR",2015,2024,0.0202270303080482,0.0144970087866425,-0.00818710691377105,0.0486411675298677,1.02043298294524,0.991846316171051,1.04984356518288,"+20%","-7.1%","+54.9%",0.162938825510381,"Incertain","Stable"
"55","Phragmite des joncs","ACRSCH",2015,2024,0.0196541318108886,0.0193118767275042,-0.0181971465750198,0.0575054101967967,1.01984854585041,0.981967421760114,1.05919100107099,"+19.3%","-15.1%","+67.8%",0.30880984286051,"Incertain","Incertain"
"56","Grimpereau des jardins","CERBRA",2015,2024,0.0192739338307276,0.00356744652078447,0.01228173864999,0.0262661290114652,1.01946087519368,1.01235746891767,1.02661412392383,"+18.9%","+11.7%","+26.7%",6.56359111959135e-08,"Augmentation modérée","Augmentation modérée"
"57","Pouillot de Bonelli","PHYBON",2015,2024,0.0186241767812429,0.0102377386630108,-0.00144179099825849,0.038690144560744,1.01879868845689,0.99855924788304,1.03944835501945,"+18.2%","-1.3%","+41.7%",0.0688856511114105,"Incertain","Stable"
"58","Rougequeue à front blanc","PHOPHO",2015,2024,0.0179571324011797,0.00667375578724185,0.00487657105818578,0.0310376937441737,1.01811933112328,1.00488848088266,1.03152438517001,"+17.5%","+4.5%","+32.2%",0.00713004339071471,"Augmentation modérée","Augmentation modérée"
"59","Serin cini","SERSER",2015,2024,0.0166908894345142,0.00594446542406327,0.00503973720335016,0.0283420416656782,1.01683096054825,1.0050524580398,1.02874749875845,"+16.2%","+4.6%","+29.1%",0.00498806890710561,"Augmentation modérée","Augmentation modérée"
"60","Pic épeiche","DENMAJ",2015,2024,0.0148582947689838,0.00311137385931562,0.00876000200472509,0.0209565875332424,1.01496922797583,1.00879848310505,1.02117771883147,"+14.3%","+8.2%","+20.8%",1.7928164888506e-06,"Augmentation modérée","Augmentation modérée"
"61","Grosbec casse-noyaux","COCCOC",2015,2024,0.0143310576658656,0.0127106333330466,-0.0105817836669056,0.0392438989986369,1.01443423958558,0.989474006446172,1.04002411355872,"+13.8%","-9.1%","+42.4%",0.259537171724245,"Incertain","Stable"
"62","Rossignol philomèle","LUSMEG",2015,2024,0.0143237531479313,0.00296707880258824,0.00850827869485845,0.0201392276010044,1.01442682965955,1.00854457697028,1.02034339010029,"+13.8%","+8%","+19.9%",1.38215537935163e-06,"Augmentation modérée","Augmentation modérée"
"63","Tarier pâtre","SAXTOR",2015,2024,0.0142849182725908,0.00516229174095499,0.00416682646031912,0.0244030100848626,1.01438743528502,1.00417551975198,1.02470320041088,"+13.7%","+3.8%","+24.6%",0.00565459513702932,"Augmentation modérée","Augmentation modérée"
"64","Oedicnème criard","BUROED",2015,2024,0.0139458359851915,0.018071471838612,-0.0214742488184882,0.0493659207888711,1.01404353278207,0.978754681234085,1.05060471851905,"+13.4%","-17.6%","+55.9%",0.440289469933389,"Incertain","Incertain"
"65","Linotte mélodieuse","CARCAN",2015,2024,0.0135810793694702,0.0070013920009233,-0.000141648952339555,0.0273038076912798,1.01367372114458,0.9998583610794,1.02767997242111,"+13%","-0.1%","+27.9%",0.0524078355098718,"Stable","Stable"
"66","Bruant zizi","EMBCIR",2015,2024,0.0133723975151425,0.00515309406106222,0.00327233315546065,0.0234724618748244,1.01346220790302,1.0032776930825,1.02375010819982,"+12.8%","+3%","+23.5%",0.00945845943872768,"Augmentation modérée","Augmentation modérée"
"67","Pie bavarde","PICPIC",2015,2024,0.0115523162906052,0.00406958090402752,0.00357593771871102,0.0195286948624991,1.01161930199461,1.00358233901193,1.01972062718403,"+11%","+3.3%","+19.2%",0.00452978277028805,"Augmentation modérée","Augmentation modérée"
"68","Merle à plastron","TURTOR",2015,2024,0.011043866535202,0.0439201749995998,-0.0750396764640136,0.0971274095344178,1.01110507514828,0.927706677477731,1.10200077008194,"+10.5%","-49.1%","+139.7%",0.801463776362335,"Incertain","Incertain"
"69","Huppe fasciée","UPUEPO",2015,2024,0.00961249510633872,0.00818191028554446,-0.00642404905332842,0.0256490392660057,1.00965884352637,0.993596541035618,1.02598080630241,"+9%","-5.6%","+26%",0.240055817657136,"Stable","Stable"
"70","Mésange bleue","PARCAE",2015,2024,0.00906207302171252,0.00290010456891479,0.00337786806663958,0.0147462779767856,1.00910325791828,1.00338357949198,1.01485554074629,"+8.5%","+3.1%","+14.2%",0.00177962224562698,"Augmentation modérée","Augmentation modérée"
"71","Pouillot véloce","PHYCOL",2015,2024,0.00830374467413337,0.00186172657586753,0.00465476058543296,0.0119527287628339,1.00833831638725,1.00466561081202,1.01202444808764,"+7.8%","+4.3%","+11.4%",8.18684702008078e-06,"Augmentation modérée","Augmentation modérée"
"72","Fauvette à tête noire","SYLATR",2015,2024,0.00777677469883776,0.00148567892718385,0.00486484400155743,0.010688705396118,1.00780709235142,1.00487669656764,1.01074603368062,"+7.2%","+4.5%","+10.1%",1.65439091920565e-07,"Augmentation modérée","Augmentation modérée"
"73","Fauvette pitchou","SYLUND",2015,2024,0.00726736721859828,0.0402317267429404,-0.0715868171975649,0.0861215516347615,1.00729383861868,0.930915454615561,1.08993880409707,"+6.8%","-47.5%","+117.1%",0.856651949965102,"Incertain","Incertain"
"74","Mésange charbonnière","PARMAJ",2015,2024,0.00654663229533594,0.00188922333031807,0.00284375456791263,0.0102495100227594,1.0065681083322,1.00284780187354,1.01030221616742,"+6.1%","+2.6%","+9.7%",0.000529737590748388,"Augmentation modérée","Augmentation modérée"
"75","Moineau soulcie","PETPET",2015,2024,0.00650659403081214,0.0446936723217624,-0.0810930037198423,0.0941061917814664,1.0065278078988,0.922107927989111,1.09867641012792,"+6%","-51.8%","+133.3%",0.884251381556094,"Incertain","Incertain"
"76","Roitelet à triple bandeau","REGIGN",2015,2024,0.00609340319795054,0.00548515265106381,-0.00465749599813452,0.0168443023940355,1.00611200574429,0.995353333317331,1.01698696756169,"+5.6%","-4.1%","+16.4%",0.26661554581828,"Stable","Stable"
"77","Faisan de Colchide","PHACOL",2015,2024,0.00510134739728657,0.00620848118995116,-0.00706727573501761,0.0172699705295908,1.00511438142419,0.992957638731122,1.01741995865677,"+4.7%","-6.2%","+16.8%",0.411262476701576,"Stable","Stable"
"78","Faucon hobereau","FALSUB",2015,2024,0.00413836005856472,0.019986501279561,-0.0350351824493749,0.0433119025665043,1.00414693489506,0.965571444491501,1.04426355254338,"+3.8%","-27%","+47.7%",0.835964754767484,"Incertain","Stable"
"79","Chardonneret élégant","CARCAR",2015,2024,0.0037986849552252,0.00462666345138551,-0.00526957540949049,0.0128669453199408,1.00380590910344,0.994744284447134,1.01295008064411,"+3.5%","-4.6%","+12.3%",0.411622352379446,"Stable","Stable"
"80","Grive musicienne","TURPHI",2015,2024,0.00346216745484857,0.00300984097232314,-0.00243712085090475,0.00936145576060211,1.00346816767919,0.997565846517015,1.00940541124295,"+3.2%","-2.2%","+8.8%",0.250027528439168,"Stable","Stable"
"81","Bondrée apivore","PERAPI",2015,2024,0.00279620866208683,0.0345910252211667,-0.0650022007714,0.0705946180955735,1.0028001216999,0.937065401108399,1.07314610366775,"+2.5%","-44.3%","+88.8%",0.93557218136854,"Incertain","Incertain"
"82","Fauvette babillarde","SYLCUR",2015,2024,0.0027731846676642,0.0146071944753921,-0.0258569165041041,0.0314032858394329,1.00277703350128,0.974474510853746,1.03190157127522,"+2.5%","-20.8%","+32.7%",0.849426202088637,"Incertain","Stable"
"83","Faucon pèlerin","FALPER",2015,2024,0.00276070935821076,0.0592786559093693,-0.113425456224153,0.118946874940575,1.00276452362551,0.892770744433039,1.12631008140894,"+2.5%","-64%","+191.7%",0.962854566448716,"Incertain","Incertain"
"84","Cygne tuberculé","CYGOLO",2015,2024,0.00210852248443759,0.0302219960406451,-0.0571265897552267,0.0613436347241019,1.00211074698116,0.944474501002718,1.06326422592562,"+1.9%","-40.2%","+73.7%",0.944378468441416,"Incertain","Incertain"
"85","Autour des palombes","ACCGEN",2015,2024,0.00193634278890625,0.0555512272841002,-0.10694406268793,0.110816748265743,1.00193821871122,0.89857593550704,1.11719016106051,"+1.8%","-61.8%","+171.1%",0.972193859802393,"Incertain","Incertain"
"86","Corbeau freux","CORFRU",2015,2024,0.00158956925122119,0.021603549486826,-0.0407533877429577,0.0439325262454001,1.00159083328609,0.960065864765564,1.04491184838416,"+1.4%","-30.7%","+48.5%",0.941345319398833,"Incertain","Stable"
"87","Mouette rieuse","LARRID",2015,2024,0.000961921050606299,0.0483410862257928,-0.0937866079519478,0.0957104500531603,1.00096238384504,0.910477030070576,1.10044038540443,"+0.9%","-57%","+136.6%",0.984124243608938,"Incertain","Incertain"
"88","Héron cendré","ARDCIN",2015,2024,0.000632513462874266,0.00969382622502162,-0.0183673859381682,0.0196324128639167,1.0006327135417,0.981800266480209,1.01982639605446,"+0.6%","-15.2%","+19.3%",0.947975666095922,"Stable","Stable"
"89","Grive draine","TURVIS",2015,2024,0.00042013931335242,0.00511157818167015,-0.00959855392272116,0.0104388325494259,1.00042022758424,0.990447365159611,1.01049350724297,"+0.4%","-8.3%","+9.9%",0.934492715873617,"Stable","Stable"
"90","Grèbe castagneux","TACRUF",2015,2024,7.74803924639061e-05,0.0215461042800832,-0.042152883996499,0.0423078447814269,1.00007748339415,0.958723195933817,1.04321557779542,"+0.1%","-31.6%","+46.3%",0.997130791029739,"Incertain","Stable"
"91","Mésange à longue queue","AEGCAU",2015,2024,-0.00153875185594133,0.00729596277997537,-0.0158388389046931,0.0127613351928104,0.998462431415697,0.984285935873113,1.01284310850609,"-1.4%","-13.3%","+12.2%",0.832961741939927,"Stable","Stable"
"92","Coucou gris","CUCCAN",2015,2024,-0.00221904758372061,0.00336852382978171,-0.0088213542900928,0.00438325912265139,0.997783412682217,0.991217439700013,1.00439287965421,"-2%","-7.6%","+4%",0.510050120990477,"Stable","Stable"
"93","Corneille noire","CORCOR",2015,2024,-0.00222120130779098,0.00306991262711697,-0.0082382300569403,0.00379582744135832,0.997781263734378,0.991795611165939,1.00380304071824,"-2%","-7.1%","+3.5%",0.469348843530781,"Stable","Stable"
"94","Alouette des champs","ALAARV",2015,2024,-0.00321785867090006,0.00306065301693793,-0.00921673858409837,0.00278102124229837,0.996787313087496,0.990825605360088,1.00278489186914,"-2.9%","-8%","+2.5%",0.293091702476008,"Stable","Stable"
"95","Bergeronnette printanière","MOTFLA",2015,2024,-0.00340086123904139,0.0090687828036166,-0.0211756755341299,0.0143739530560472,0.996604915139466,0.97904695486422,1.0144777550714,"-3%","-17.4%","+13.8%",0.707654915749688,"Stable","Stable"
"96","Cochevis huppé","GALCRI",2015,2024,-0.00346041761144271,0.0294024513051824,-0.0610892221696003,0.0541683869467149,0.996545562733428,0.940739301229992,1.05566234694907,"-3.1%","-42.3%","+62.8%",0.906312128570336,"Incertain","Incertain"
"97","Canard colvert","ANAPLA",2015,2024,-0.00364795310324413,0.00875427443348944,-0.0208063309928834,0.0135104247863953,0.996358692594157,0.979408627299381,1.01360210298054,"-3.2%","-17.1%","+12.9%",0.67689393134837,"Stable","Stable"
"98","Pic vert","PICVIR",2015,2024,-0.00507816878597911,0.00368394920390619,-0.0122987092256352,0.00214237165367714,0.994934703315012,0.987776610802758,1.00214466817153,"-4.5%","-10.5%","+1.9%",0.168061965677523,"Stable","Stable"
"99","Buse variable","BUTBUT",2015,2024,-0.00524683404903325,0.00408672408177547,-0.0132568132493132,0.0027631451512468,0.994766906542697,0.986830671284043,1.00276696615533,"-4.6%","-11.2%","+2.5%",0.199186452180154,"Stable","Stable"
"100","Busard Saint-Martin","CIRCYA",2015,2024,-0.00696272963216073,0.0210237941232654,-0.0481693661137609,0.0342439068494393,0.993061454009201,0.952972372181586,1.03483697977653,"-6.1%","-35.2%","+36.1%",0.740506029628448,"Incertain","Stable"
"101","Epervier d'Europe","ACCNIS",2015,2024,-0.00736563909137333,0.0131864702545197,-0.0332111207902319,0.0184798426074854,0.992661420749805,0.967334313644793,1.01865165160145,"-6.4%","-25.8%","+18.1%",0.576451470905959,"Stable","Stable"
"102","Pinson des arbres","FRICOE",2015,2024,-0.0075261379652996,0.00158515109318565,-0.0106330341079435,-0.0044192418226557,0.992502112494324,0.989423296766404,0.995590508657956,"-6.5%","-9.1%","-3.9%",2.05540193966983e-06,"Déclin modéré","Déclin modéré"
"103","Tourterelle turque","STRDEC",2015,2024,-0.00792725434470621,0.00314934308147741,-0.0140999667844019,-0.00175454190501051,0.992104083473723,0.985998972189304,0.99824699640383,"-6.9%","-11.9%","-1.6%",0.0118320668302073,"Déclin modéré","Déclin modéré"
"104","Bergeronnette grise","MOTALB",2015,2024,-0.00808855213645226,0.00488349904189819,-0.0176602102585728,0.00148310598566817,0.991944072180958,0.982494817306665,1.00148420633126,"-7%","-14.7%","+1.3%",0.0976605552234012,"Stable","Stable"
"105","Rougequeue noir","PHOOCH",2015,2024,-0.0108233357766748,0.00304911784280649,-0.0167996067485756,-0.00484706480477412,0.989235025776657,0.983340719736084,0.995164663257293,"-9.3%","-14%","-4.3%",0.000385726996728238,"Déclin modéré","Déclin modéré"
"106","Geai des chênes","GARGLA",2015,2024,-0.0118690602485278,0.00337824777643467,-0.0184904258903398,-0.00524769460671589,0.988201099197172,0.981679473253728,0.994766050488762,"-10.1%","-15.3%","-4.6%",0.000442448121843533,"Déclin modéré","Déclin modéré"
"107","Mésange huppée","PARCRI",2015,2024,-0.0119266382201922,0.00976213525457999,-0.031060423319169,0.0072071468787845,0.988144202220306,0.969416995913779,1.00723318086786,"-10.2%","-24.4%","+6.7%",0.22181188979339,"Stable","Stable"
"108","Tourterelle des bois","STRTUR",2015,2024,-0.0121585226794971,0.00512161646431477,-0.0221968909495541,-0.00212015440944015,0.987915093500661,0.978047647362447,0.997882091530393,"-10.4%","-18.1%","-1.9%",0.0175983632542995,"Déclin modéré","Déclin modéré"
"109","Hirondelle de fenêtre","DELURB",2015,2024,-0.0123128972392775,0.0105253398420557,-0.0329425633297067,0.00831676885115155,0.987762596314147,0.967594133378247,1.0083514492495,"-10.5%","-25.7%","+7.8%",0.242067899432691,"Stable","Stable"
"110","Merle noir","TURMER",2015,2024,-0.0123899437821131,0.00173984609380969,-0.0158000421259802,-0.00897984543824615,0.987686495552647,0.984324123737535,0.991060352958683,"-10.6%","-13.3%","-7.8%",1.06923694421008e-12,"Déclin modéré","Déclin modéré"
"111","Grimpereau des bois","CERFAM",2015,2024,-0.0125700637834015,0.0145949781061536,-0.0411762208714627,0.0160360933046595,0.987508609480696,0.959660002924358,1.01616536151019,"-10.7%","-31%","+15.5%",0.389095127251133,"Incertain","Stable"
"112","Gorgebleue à miroir","LUSSVE",2015,2024,-0.0135232496571771,0.0341760607493048,-0.0805083287258144,0.0534618294114602,0.986567778688451,0.922647219076044,1.05491672420685,"-11.5%","-51.5%","+61.8%",0.692331052707865,"Incertain","Incertain"
"113","Gallinule poule-d'eau","GALCHL",2015,2024,-0.0199518994210681,0.00987662110370489,-0.0393100767843296,-0.000593722057806414,0.980245822564354,0.961452538809387,0.999406454160258,"-16.4%","-29.8%","-0.5%",0.0433715760049335,"Déclin modéré","Déclin modéré"
"114","Martinet noir","APUAPU",2015,2024,-0.0210754927779458,0.0089605497050392,-0.0386381701998226,-0.00351281535606893,0.979145043399899,0.96209876217746,0.996493347361519,"-17.3%","-29.4%","-3.1%",0.0186712070648567,"Déclin modéré","Déclin modéré"
"115","Sittelle torchepot","SITEUR",2015,2024,-0.0210778359354489,0.00516928441877742,-0.0312096333962527,-0.0109460384746453,0.979142749111532,0.969272359919934,0.989113651416701,"-17.3%","-24.5%","-9.4%",4.55195494962028e-05,"Déclin modéré","Déclin modéré"
"116","Chevalier guignette","ACTHYP",2015,2024,-0.0211291769615909,0.0366745677140418,-0.0930113296811128,0.0507529757579308,0.979092480208493,0.911183176822831,1.05206297612232,"-17.3%","-56.7%","+57.9%",0.564529927203126,"Incertain","Incertain"
